"Duration","Start date","End date","Start station number","Start station","End station number","End station","Bike number","Member type"
344,"2019-04-01 18:40:22","2019-04-01 18:46:06",31408,"Takoma Metro",32026,"Carroll & Ethan Allen Ave","W01219","Member"
595,"2019-04-01 18:40:25","2019-04-01 18:50:21",31240,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials",31215,"Georgetown Harbor / 30th St NW","W21446","Member"
1386,"2019-04-01 18:40:31","2019-04-01 19:03:38",31623,"Columbus Circle / Union Station",31616,"3rd & H St NE","W23873","Member"
1220,"2019-04-01 18:40:34","2019-04-01 19:00:54",31517,"Union Market",31116,"California St & Florida Ave NW","W23947","Member"
756,"2019-04-01 18:40:37","2019-04-01 18:53:14",31242,"18th St & Pennsylvania Ave NW",31624,"North Capitol St & F St NW","W23578","Member"
1309,"2019-04-01 18:40:44","2019-04-01 19:02:34",31249,"Jefferson Memorial",31909,"Mount Vernon Ave & Four Mile Run Park","W23697","Member"
481,"2019-04-01 18:40:49","2019-04-01 18:48:50",31291,"Vermont Ave & I St NW",31270,"8th & D St NW","W00943","Member"
474,"2019-04-01 18:40:56","2019-04-01 18:48:50",31200,"Massachusetts Ave & Dupont Circle NW",31280,"11th & S St NW","W23371","Member"
154,"2019-04-01 18:40:57","2019-04-01 18:43:31",31267,"17th St & Massachusetts Ave NW",31214,"17th & Corcoran St NW","W21703","Member"
890,"2019-04-01 18:41:04","2019-04-01 18:55:55",31110,"20th St & Florida Ave NW",31266,"11th & M St NW","W00063","Member"
462,"2019-04-01 18:41:06","2019-04-01 18:48:49",31205,"21st & I St NW",31234,"20th & O St NW / Dupont South",75625,"Member"
1060,"2019-04-01 18:41:06","2019-04-01 18:58:47",31641,"2nd St & Massachusetts Ave NE",31125,"15th & W St NW",75474,"Member"
235,"2019-04-01 18:41:07","2019-04-01 18:45:03",31224,"19th & L St NW",31205,"21st & I St NW","W21616","Member"
524,"2019-04-01 18:41:09","2019-04-01 18:49:53",31232,"7th & F St NW / National Portrait Gallery",31266,"11th & M St NW","W23522","Member"
867,"2019-04-01 18:41:09","2019-04-01 18:55:37",31252,"21st St & Pennsylvania Ave NW",31119,"14th & Belmont St NW","W20698","Member"
521,"2019-04-01 18:41:12","2019-04-01 18:49:53",31283,"14th & L St NW",31624,"North Capitol St & F St NW","W00519","Member"
679,"2019-04-01 18:41:14","2019-04-01 18:52:34",31233,"17th & K St NW / Farragut Square",31321,"15th St & Constitution Ave NW","W00094","Member"
1269,"2019-04-01 18:41:16","2019-04-01 19:02:26",31251,"12th & L St NW",31523,"Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center",75442,"Member"
2124,"2019-04-01 18:41:17","2019-04-01 19:16:42",31605,"3rd & D St SE",31102,"11th & Kenyon St NW","W22260","Member"
1320,"2019-04-01 18:41:19","2019-04-01 19:03:20",31247,"Jefferson Dr & 14th St SW",31636,"New Jersey Ave & N St NW/Dunbar HS","W22026","Member"
743,"2019-04-01 18:41:24","2019-04-01 18:53:47",31247,"Jefferson Dr & 14th St SW",31233,"17th & K St NW / Farragut Square","W21012","Member"
507,"2019-04-01 18:41:24","2019-04-01 18:49:52",31288,"4th St & Madison Dr NW",31227,"13th St & New York Ave NW","W00349","Member"
807,"2019-04-01 18:41:25","2019-04-01 18:54:52",31634,"3rd & Tingey St SE",31616,"3rd & H St NE","W20089","Member"
610,"2019-04-01 18:41:30","2019-04-01 18:51:41",31627,"3rd & M St NE",31500,"4th & W St NE","W22745","Member"
87,"2019-04-01 18:41:31","2019-04-01 18:42:59",31113,"Columbia Rd & Belmont St NW",31114,"18th St & Wyoming Ave NW","W23336","Member"
372,"2019-04-01 18:41:32","2019-04-01 18:47:44",31623,"Columbus Circle / Union Station",31629,"8th & East Capitol St NE","W20021","Member"
1597,"2019-04-01 18:41:33","2019-04-01 19:08:10",31242,"18th St & Pennsylvania Ave NW",31400,"Georgia & New Hampshire Ave NW","W00800","Member"
5369,"2019-04-01 18:41:35","2019-04-01 20:11:05",31249,"Jefferson Memorial",31249,"Jefferson Memorial","W01058","Casual"
249,"2019-04-01 18:41:36","2019-04-01 18:45:45",31408,"Takoma Metro",32026,"Carroll & Ethan Allen Ave","W21383","Member"
1923,"2019-04-01 18:41:38","2019-04-01 19:13:41",31014,"Lynn St & 19th St North",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW","W20963","Member"
1427,"2019-04-01 18:41:39","2019-04-01 19:05:27",31215,"Georgetown Harbor / 30th St NW",31119,"14th & Belmont St NW","W01152","Member"
669,"2019-04-01 18:41:46","2019-04-01 18:52:55",31253,"19th & K St NW",31202,"14th & R St NW","W23017","Member"
465,"2019-04-01 18:41:47","2019-04-01 18:49:32",31128,"23rd & M St NW",31295,"Potomac & M St NW","W20221","Casual"
1314,"2019-04-01 18:41:52","2019-04-01 19:03:47",31215,"Georgetown Harbor / 30th St NW",31112,"Harvard St & Adams Mill Rd NW","W23814","Member"
609,"2019-04-01 18:41:52","2019-04-01 18:52:02",31610,"Eastern Market / 7th & North Carolina Ave SE",31645,"6th & K St NE","W21230","Member"
1003,"2019-04-01 18:41:55","2019-04-01 18:58:38",31255,"24th & N St NW",31653,"7th & K St NW","W24081","Member"
581,"2019-04-01 18:41:57","2019-04-01 18:51:38",31111,"10th & U St NW",31107,"Lamont & Mt Pleasant NW",78240,"Member"
669,"2019-04-01 18:41:59","2019-04-01 18:53:09",31251,"12th & L St NW",31123,"14th & Girard St NW",78043,"Member"
1434,"2019-04-01 18:42:02","2019-04-01 19:05:56",31214,"17th & Corcoran St NW",31603,"1st & M St NE","W00865","Member"
350,"2019-04-01 18:42:04","2019-04-01 18:47:54",31281,"8th & O St NW",31266,"11th & M St NW","W20126","Member"
707,"2019-04-01 18:42:06","2019-04-01 18:53:53",31620,"5th & F St NW",31288,"4th St & Madison Dr NW","W00932","Member"
2884,"2019-04-01 18:42:08","2019-04-01 19:30:13",31221,"18th & M St NW",31712,"Oklahoma Ave & D St NE","W00401","Casual"
294,"2019-04-01 18:42:09","2019-04-01 18:47:04",31126,"11th & Girard St NW",31602,"Park Rd & Holmead Pl NW","W20446","Member"
1428,"2019-04-01 18:42:16","2019-04-01 19:06:05",31214,"17th & Corcoran St NW",31603,"1st & M St NE","W22611","Member"
321,"2019-04-01 18:42:24","2019-04-01 18:47:45",31124,"14th & Irving St NW",31126,"11th & Girard St NW","W20608","Member"
647,"2019-04-01 18:42:25","2019-04-01 18:53:13",31228,"8th & H St NW",31605,"3rd & D St SE",75414,"Member"
450,"2019-04-01 18:42:26","2019-04-01 18:49:56",31262,"11th & F St NW",31286,"11th & O St NW","W00248","Member"
668,"2019-04-01 18:42:26","2019-04-01 18:53:35",31214,"17th & Corcoran St NW",31124,"14th & Irving St NW",75748,"Member"
1373,"2019-04-01 18:42:31","2019-04-01 19:05:25",31043,"Saint Asaph St & Pendleton  St",31086,"Mount Vernon Ave & E Del Ray Ave","W23253","Member"
217,"2019-04-01 18:42:40","2019-04-01 18:46:17",31121,"Calvert St & Woodley Pl NW",31113,"Columbia Rd & Belmont St NW","W22210","Member"
139,"2019-04-01 18:42:59","2019-04-01 18:45:19",31224,"19th & L St NW",31128,"23rd & M St NW",78321,"Member"
698,"2019-04-01 18:43:00","2019-04-01 18:54:38",31267,"17th St & Massachusetts Ave NW",31503,"Florida Ave & R St NW","W22734","Member"
1033,"2019-04-01 18:43:01","2019-04-01 19:00:14",31646,"Maine Ave & 9th St SW",31646,"Maine Ave & 9th St SW",78155,"Member"
536,"2019-04-01 18:43:04","2019-04-01 18:52:01",31312,"Wisconsin Ave & O St NW",31080,"Lee Hwy & N Scott St",75641,"Member"
291,"2019-04-01 18:43:06","2019-04-01 18:47:57",31117,"15th & Euclid St  NW",31115,"Columbia Rd & Georgia Ave NW",75747,"Member"
856,"2019-04-01 18:43:13","2019-04-01 18:57:29",31107,"Lamont & Mt Pleasant NW",31250,"20th & L St NW","W01424","Member"
458,"2019-04-01 18:43:13","2019-04-01 18:50:52",31213,"17th & K St NW",31266,"11th & M St NW","W20517","Member"
515,"2019-04-01 18:43:17","2019-04-01 18:51:52",31296,"Columbia & Ontario Rd NW",31214,"17th & Corcoran St NW","W00239","Member"
120,"2019-04-01 18:43:19","2019-04-01 18:45:20",31000,"Eads St & 15th St S",31013,"Eads St & 22nd St S","W24043","Member"
597,"2019-04-01 18:43:22","2019-04-01 18:53:20",31254,"15th & K St NW",31653,"7th & K St NW","W21486","Casual"
383,"2019-04-01 18:43:26","2019-04-01 18:49:50",31296,"Columbia & Ontario Rd NW",31110,"20th St & Florida Ave NW","W22272","Member"
1246,"2019-04-01 18:43:28","2019-04-01 19:04:14",31518,"New York Ave & Hecht Ave NE",31502,"John McCormack Dr & Michigan Ave NE","W00856","Member"
1460,"2019-04-01 18:43:30","2019-04-01 19:07:50",32054,"Lyttonsville Rd & Lyttonsville Pl",31407,"14th St & Colorado Ave NW","W00264","Member"
367,"2019-04-01 18:43:35","2019-04-01 18:49:42",31296,"Columbia & Ontario Rd NW",31124,"14th & Irving St NW","W21868","Member"
5872,"2019-04-01 18:43:36","2019-04-01 20:21:28",31249,"Jefferson Memorial",31258,"Lincoln Memorial","W22715","Casual"
487,"2019-04-01 18:43:37","2019-04-01 18:51:45",31607,"13th & E St SE",31605,"3rd & D St SE","W00055","Member"
666,"2019-04-01 18:43:47","2019-04-01 18:54:54",31634,"3rd & Tingey St SE",31807,"Pleasant St & MLK Ave SE","W01347","Member"
633,"2019-04-01 18:43:49","2019-04-01 18:54:22",31225,"C & O Canal & Wisconsin Ave NW",31234,"20th & O St NW / Dupont South","W01055","Member"
569,"2019-04-01 18:43:50","2019-04-01 18:53:19",31216,"14th St & New York Ave NW",31202,"14th & R St NW","W20987","Member"
304,"2019-04-01 18:43:53","2019-04-01 18:48:58",31101,"14th & V St NW",31207,"Georgia Ave and Fairmont St NW",78254,"Member"
108,"2019-04-01 18:43:54","2019-04-01 18:45:42",31089,"Court House Metro / 15th St & N Uhle St",31018,"Rhodes St & 16th St N","W20054","Member"
1166,"2019-04-01 18:43:54","2019-04-01 19:03:21",31251,"12th & L St NW",31290,"17th St & Independence Ave SW","W20376","Member"
2009,"2019-04-01 18:43:56","2019-04-01 19:17:25",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31264,"6th St & Indiana Ave NW","W23988","Casual"
390,"2019-04-01 18:43:57","2019-04-01 18:50:28",31623,"Columbus Circle / Union Station",31614,"11th & H St NE","W00593","Member"
936,"2019-04-01 18:44:13","2019-04-01 18:59:50",31603,"1st & M St NE",31518,"New York Ave & Hecht Ave NE","W20161","Member"
1996,"2019-04-01 18:44:19","2019-04-01 19:17:35",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31264,"6th St & Indiana Ave NW","W22995","Casual"
213,"2019-04-01 18:44:19","2019-04-01 18:47:53",31005,"Pentagon City Metro / 12th St & S Hayes St",31001,"18th St & S Eads St","W23869","Member"
386,"2019-04-01 18:44:21","2019-04-01 18:50:47",31201,"15th & P St NW",31278,"18th & R St NW","W21804","Member"
994,"2019-04-01 18:44:25","2019-04-01 19:00:59",31286,"11th & O St NW",31121,"Calvert St & Woodley Pl NW","W01301","Member"
210,"2019-04-01 18:44:25","2019-04-01 18:47:56",31204,"20th & E St NW",31127,"22nd & H St NW","W22575","Member"
381,"2019-04-01 18:44:29","2019-04-01 18:50:51",31239,"Rhode Island & Connecticut Ave NW",31202,"14th & R St NW","W21899","Member"
382,"2019-04-01 18:44:30","2019-04-01 18:50:52",31124,"14th & Irving St NW",31400,"Georgia & New Hampshire Ave NW","W21819","Member"
1583,"2019-04-01 18:44:33","2019-04-01 19:10:56",31258,"Lincoln Memorial",31249,"Jefferson Memorial","W00065","Member"
565,"2019-04-01 18:44:38","2019-04-01 18:54:04",31116,"California St & Florida Ave NW",31107,"Lamont & Mt Pleasant NW","W00622","Member"
501,"2019-04-01 18:44:46","2019-04-01 18:53:08",31623,"Columbus Circle / Union Station",31622,"13th & D St NE","W23284","Member"
1553,"2019-04-01 18:44:46","2019-04-01 19:10:39",31258,"Lincoln Memorial",31249,"Jefferson Memorial","W20961","Member"
1053,"2019-04-01 18:44:50","2019-04-01 19:02:24",31224,"19th & L St NW",31237,"25th St & Pennsylvania Ave NW","W22406","Member"
1084,"2019-04-01 18:44:56","2019-04-01 19:03:00",31612,"D St & Maryland Ave NE",31290,"17th St & Independence Ave SW","W24154","Member"
666,"2019-04-01 18:45:00","2019-04-01 18:56:06",31655,"New Jersey Ave & F St NW",31630,"15th & East Capitol St NE","W01405","Member"
1321,"2019-04-01 18:45:01","2019-04-01 19:07:03",31290,"17th St & Independence Ave SW",31101,"14th & V St NW","W00785","Member"
571,"2019-04-01 18:45:02","2019-04-01 18:54:33",31116,"California St & Florida Ave NW",31280,"11th & S St NW","W22735","Member"
568,"2019-04-01 18:45:02","2019-04-01 18:54:31",31125,"15th & W St NW",31299,"Connecticut Ave & R St NW",78332,"Member"
807,"2019-04-01 18:45:18","2019-04-01 18:58:45",31240,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials",31293,"31st & Water St NW","W24119","Casual"
1386,"2019-04-01 18:45:26","2019-04-01 19:08:32",31117,"15th & Euclid St  NW",31272,"Washington & Independence Ave SW/HHS","W23016","Member"
1331,"2019-04-01 18:45:27","2019-04-01 19:07:38",31229,"New Hampshire Ave & T St NW",31015,"Rosslyn Metro / Wilson Blvd & Ft Myer Dr","W23784","Member"
636,"2019-04-01 18:45:33","2019-04-01 18:56:09",31600,"5th & K St NW",31118,"3rd & Elm St NW","W20140","Member"
728,"2019-04-01 18:45:37","2019-04-01 18:57:45",31231,"14th & D St NW / Ronald Reagan Building",31229,"New Hampshire Ave & T St NW",78156,"Member"
1085,"2019-04-01 18:45:38","2019-04-01 19:03:44",31110,"20th St & Florida Ave NW",31223,"Convention Center / 7th & M St NW","W23846","Member"
374,"2019-04-01 18:45:40","2019-04-01 18:51:55",31317,"Wisconsin Ave & Ingomar St NW",31303,"Tenleytown / Wisconsin Ave & Albemarle St NW","W20924","Member"
541,"2019-04-01 18:45:41","2019-04-01 18:54:42",31201,"15th & P St NW",31509,"New Jersey Ave & R St NW",75611,"Member"
549,"2019-04-01 18:45:42","2019-04-01 18:54:51",31201,"15th & P St NW",31245,"7th & R St NW / Shaw Library","W20846","Member"
168,"2019-04-01 18:45:51","2019-04-01 18:48:40",31102,"11th & Kenyon St NW",31126,"11th & Girard St NW","W22801","Member"
618,"2019-04-01 18:45:51","2019-04-01 18:56:10",31643,"1st & D St SE",31610,"Eastern Market / 7th & North Carolina Ave SE","W20668","Member"
369,"2019-04-01 18:45:58","2019-04-01 18:52:08",31287,"10th St & L'Enfant Plaza SW",31654,"King Greenleaf Rec Center","W21223","Member"
357,"2019-04-01 18:46:04","2019-04-01 18:52:01",31233,"17th & K St NW / Farragut Square",31263,"10th & K St NW","W23334","Member"
150,"2019-04-01 18:46:07","2019-04-01 18:48:38",31102,"11th & Kenyon St NW",31126,"11th & Girard St NW","W23218","Member"
358,"2019-04-01 18:46:20","2019-04-01 18:52:18",31101,"14th & V St NW",31124,"14th & Irving St NW","W23682","Member"
795,"2019-04-01 18:46:20","2019-04-01 18:59:36",31253,"19th & K St NW",31223,"Convention Center / 7th & M St NW","W20808","Member"
1500,"2019-04-01 18:46:27","2019-04-01 19:11:28",31071,"Eads St & 12th St S",31249,"Jefferson Memorial","W21132","Member"
814,"2019-04-01 18:46:27","2019-04-01 19:00:02",31603,"1st & M St NE",31280,"11th & S St NW","W24093","Member"
527,"2019-04-01 18:46:29","2019-04-01 18:55:16",32024,"Fenton St & Gist Ave",32010,"Philadelphia & Maple Ave","W21853","Member"
527,"2019-04-01 18:46:35","2019-04-01 18:55:23",31279,"19th & G St NW",31114,"18th St & Wyoming Ave NW","W21428","Member"
398,"2019-04-01 18:46:37","2019-04-01 18:53:16",31019,"Wilson Blvd & N Edgewood St",31024,"Virginia Square Metro / Monroe St & 9th St N","W20304","Member"
1123,"2019-04-01 18:46:38","2019-04-01 19:05:21",31201,"15th & P St NW",31290,"17th St & Independence Ave SW","W01466","Member"
245,"2019-04-01 18:46:48","2019-04-01 18:50:53",31603,"1st & M St NE",31517,"Union Market","W00735","Member"
654,"2019-04-01 18:46:49","2019-04-01 18:57:44",31603,"1st & M St NE",31620,"5th & F St NW","W24085","Member"
789,"2019-04-01 18:46:51","2019-04-01 19:00:00",31237,"25th St & Pennsylvania Ave NW",31223,"Convention Center / 7th & M St NW",78152,"Member"
412,"2019-04-01 18:46:52","2019-04-01 18:53:44",31606,"Potomac & Pennsylvania Ave SE",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE","W00226","Member"
935,"2019-04-01 18:46:53","2019-04-01 19:02:28",31306,"39th & Calvert St NW / Stoddert",31250,"20th & L St NW","W20015","Member"
1115,"2019-04-01 18:46:54","2019-04-01 19:05:29",31201,"15th & P St NW",31290,"17th St & Independence Ave SW","W01465","Member"
1103,"2019-04-01 18:46:57","2019-04-01 19:05:21",31209,"1st & N St  SE",31609,"Maine Ave & 7th St SW","W24068","Casual"
3395,"2019-04-01 18:47:03","2019-04-01 19:43:39",31288,"4th St & Madison Dr NW",31639,"2nd & G St NE","W22107","Casual"
179,"2019-04-01 18:47:14","2019-04-01 18:50:13",31104,"Adams Mill & Columbia Rd NW",31116,"California St & Florida Ave NW","W23169","Member"
936,"2019-04-01 18:47:14","2019-04-01 19:02:50",31288,"4th St & Madison Dr NW",31608,"8th & Eye St SE / Barracks Row","W22687","Member"
2218,"2019-04-01 18:47:17","2019-04-01 19:24:16",31323,"Woodley Park Metro / Calvert St & Connecticut Ave NW",31246,"M St & Pennsylvania Ave NW","W24079","Member"
298,"2019-04-01 18:47:23","2019-04-01 18:52:21",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31629,"8th & East Capitol St NE","W00536","Member"
472,"2019-04-01 18:47:26","2019-04-01 18:55:18",31324,"18th & New Hampshire Ave NW",31104,"Adams Mill & Columbia Rd NW","W21338","Member"
268,"2019-04-01 18:47:30","2019-04-01 18:51:58",31802,"Good Hope Rd & MLK Ave SE",31801,"Anacostia Metro","W24100","Member"
3361,"2019-04-01 18:47:33","2019-04-01 19:43:35",31288,"4th St & Madison Dr NW",31639,"2nd & G St NE","W24001","Casual"
1067,"2019-04-01 18:47:34","2019-04-01 19:05:22",31043,"Saint Asaph St & Pendleton  St",31086,"Mount Vernon Ave & E Del Ray Ave","W23293","Casual"
626,"2019-04-01 18:47:35","2019-04-01 18:58:01",31250,"20th & L St NW",31280,"11th & S St NW","W01311","Member"
123,"2019-04-01 18:47:39","2019-04-01 18:49:43",31247,"Jefferson Dr & 14th St SW",31247,"Jefferson Dr & 14th St SW","W21469","Member"
2111,"2019-04-01 18:47:41","2019-04-01 19:22:52",31258,"Lincoln Memorial",31273,"Hains Point/Buckeye & Ohio Dr SW","W21574","Member"
1903,"2019-04-01 18:47:49","2019-04-01 19:19:32",31258,"Lincoln Memorial",31273,"Hains Point/Buckeye & Ohio Dr SW","W21461","Member"
2088,"2019-04-01 18:47:53","2019-04-01 19:22:42",31258,"Lincoln Memorial",31273,"Hains Point/Buckeye & Ohio Dr SW","W22105","Member"
2303,"2019-04-01 18:48:00","2019-04-01 19:26:24",31258,"Lincoln Memorial",31273,"Hains Point/Buckeye & Ohio Dr SW","W01052","Member"
533,"2019-04-01 18:48:07","2019-04-01 18:57:00",31602,"Park Rd & Holmead Pl NW",31296,"Columbia & Ontario Rd NW","W23536","Member"
249,"2019-04-01 18:48:15","2019-04-01 18:52:25",31042,"Market Square / King St & Royal St",31918,"Madison St & Fairfax St","W22604","Member"
226,"2019-04-01 18:48:18","2019-04-01 18:52:04",31603,"1st & M St NE",31645,"6th & K St NE","W23155","Member"
279,"2019-04-01 18:48:21","2019-04-01 18:53:01",31124,"14th & Irving St NW",31107,"Lamont & Mt Pleasant NW","W20832","Member"
595,"2019-04-01 18:48:21","2019-04-01 18:58:17",31519,"1st & O St NW",31500,"4th & W St NE","W20315","Member"
2122,"2019-04-01 18:48:33","2019-04-01 19:23:55",31258,"Lincoln Memorial",31273,"Hains Point/Buckeye & Ohio Dr SW","W22762","Member"
430,"2019-04-01 18:48:34","2019-04-01 18:55:45",31200,"Massachusetts Ave & Dupont Circle NW",31266,"11th & M St NW","W20980","Member"
602,"2019-04-01 18:48:43","2019-04-01 18:58:45",31127,"22nd & H St NW",31278,"18th & R St NW","W22575","Member"
716,"2019-04-01 18:48:45","2019-04-01 19:00:41",31266,"11th & M St NW",31513,"Rhode Island Ave & V St NE",75579,"Member"
1429,"2019-04-01 18:48:51","2019-04-01 19:12:41",31077,"Iwo Jima Memorial / Meade & 14th St N",31262,"11th & F St NW","W23438","Casual"
1079,"2019-04-01 18:48:52","2019-04-01 19:06:52",31277,"17th & G St NW",31623,"Columbus Circle / Union Station","W00337","Member"
230,"2019-04-01 18:48:57","2019-04-01 18:52:48",31298,"15th & M St NW",31201,"15th & P St NW","W23585","Member"
588,"2019-04-01 18:48:58","2019-04-01 18:58:46",31128,"23rd & M St NW",31653,"7th & K St NW",78321,"Member"
1084,"2019-04-01 18:48:58","2019-04-01 19:07:03",31257,"22nd & I St NW / Foggy Bottom",31102,"11th & Kenyon St NW",78221,"Member"
252,"2019-04-01 18:49:02","2019-04-01 18:53:14",31211,"Kennedy Center",31293,"31st & Water St NW","W24125","Member"
1190,"2019-04-01 18:49:07","2019-04-01 19:08:58",31127,"22nd & H St NW",31627,"3rd & M St NE","W23531","Member"
585,"2019-04-01 18:49:10","2019-04-01 18:58:55",31257,"22nd & I St NW / Foggy Bottom",31114,"18th St & Wyoming Ave NW","W23994","Member"
263,"2019-04-01 18:49:13","2019-04-01 18:53:36",31253,"19th & K St NW",31234,"20th & O St NW / Dupont South","W20064","Member"
